Sample ID_16S	16S_Seq_number_Subset2	Study_ID	Publication	study_accession	Study_Origin	Gene	Plant_species	Family	Plant	Genotype	Habitat	Condition	instrument_model	library_layout	PlantbyStudy	sample_title	Year	Country	Harvest	Inoculation	Site	Seed_fraction	Microbe_collection	Seed_number	Seed_mass_g	pielou_e_16S	observed_otus_16S	shannon_16S	Sample ID_ITS	pielou_e_ITS	observed_otus_ITS	shannon_ITS	Ratio_observed_otus
S25-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Daucus carota	Apiaceae	Carrot	Presto	Seed		Illumina MiSeq	PAIRED	Carrot--Barret_M_2015		2012	New_Zealand	Mechanical	None	Field	Total	Soaking	200		0.544052907	97	3.590701771	S25-H0	0.440377125	49	2.472589776	1.979591837
S25-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Daucus carota	Apiaceae	Carrot	Presto	Germinating		Illumina MiSeq	PAIRED	Carrot--Barret_M_2015		2012	New_Zealand	Mechanical	None	Lab	Total	Soaking	1000		0.523934435	53	3.001054766	S25-H24	0.493910585	28	2.374403481	1.892857143
S26-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Daucus carota	Apiaceae	Carrot	Maestro	Seed		Illumina MiSeq	PAIRED	Carrot--Barret_M_2015		2012	USA	Mechanical	None	Field	Total	Soaking	200		0.234593065	17	0.958890436	S26-H0	0.528210938	78	3.320018201	0.217948718
S26-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Daucus carota	Apiaceae	Carrot	Maestro	Germinating		Illumina MiSeq	PAIRED	Carrot--Barret_M_2015		2012	USA	Mechanical	None	Lab	Total	Soaking	1000		0.485340017	18	2.023831471	S26-H24	0.388011053	44	2.11831981	0.409090909
S27-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Retana	Seed		Illumina MiSeq	PAIRED	Tomato--Barret_M_2015		2011	China	Mechanical	None	Field	Total	Soaking	200		0.805675725	102	5.375811124	S27-H0	0.721361405	68	4.39126075	1.5
S27-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Retana	Germinating		Illumina MiSeq	PAIRED	Tomato--Barret_M_2015		2011	China	Mechanical	None	Lab	Total	Soaking	1000		0.751830224	107	5.068438637	S27-H24	0.707996483	40	3.767906372	2.675
S28-H0	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Superpro	Seed		Illumina MiSeq	PAIRED	Tomato--Barret_M_2015		2012	China	Mechanical	None	Field	Total	Soaking	200		0.146234435	90	0.949332472	S28-H0	0.738126172	126	5.150112918	0.714285714
S28-H24	4419	Barret_M_2015	Barret et al 2015 AEM	PRJEB6729	IRHS	16S rRNA-V4	Solanum lycopersicum	Solanaceae	Tomato	Superpro	Germinating		Illumina MiSeq	PAIRED	Tomato--Barret_M_2015		2012	China	Mechanical	None	Lab	Total	Soaking	1000		0.294939046	33	1.487788787	S28-H24	0.511838513	86	3.289209798	0.38372093
V3C1-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Seed	native	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Field	Total	Soaking	1000		0.343345764	19	1.458507916	V3C1-ITS	0.482771505	35	2.476271682	0.542857143
V3C2-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Seed	native	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Field	Total	Soaking	1000		0.301615802	18	1.257715274	V3C2-ITS	0.625933882	46	3.457384579	0.391304348
V3C3-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Seed	native	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Field	Total	Soaking	1000		0.321011459	25	1.490731053	V3C3-ITS	0.524116284	38	2.750524266	0.657894737
V3G1-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	water	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.487843897	97	3.219727198	V3G1-ITS	0.611329417	33	3.083786517	2.939393939
V3G2-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	water	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.524726201	36	2.712795106	V3G2-ITS	0.698880864	37	3.640787267	0.972972973
V3G3-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	water	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.851832959	175	6.347187207	V3G3-ITS	0.741888383	50	4.187111342	3.5
V3Sa1-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	glutamic acid	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.598833499	34	3.046543173	V3Sa1-ITS	0.482939296	47	2.682529232	0.723404255
V3Sa2-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	glutamic acid	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.229423495	16	0.917693982	V3Sa2-ITS	0.479900132	46	2.650758114	0.347826087
V3Sa3-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	glutamic acid	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.409034888	27	1.944914875	V3Sa3-ITS	0.602233027	42	3.247431643	0.642857143
V3Sb1-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	glutamine	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.658861951	47	3.659707246	V3Sb1-ITS	0.575502232	52	3.28061578	0.903846154
V3Sb2-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	glutamine	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.389752135	34	1.982849502	V3Sb2-ITS	0.419685624	32	2.098428122	1.0625
V3Sb3-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	glutamine	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.395494499	23	1.789043868	V3Sb3-ITS	0.318160771	23	1.43921996	1
V3Sc1-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	maleic acid	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.297404613	20	1.285361352	V3Sc1-ITS	0.538413544	41	2.88457856	0.487804878
V3Sc2-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	maleic acid	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.336570511	27	1.600354917	V3Sc2-ITS	0.523111018	49	2.937116582	0.551020408
V3Sc3-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	maleic acid	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.50521022	31	2.502910609	V3Sc3-ITS	0.54383329	57	3.172119766	0.543859649
V3Sd1-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	raffinose	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.305698894	20	1.321208638	V3Sd1-ITS	0.440837991	47	2.448673791	0.425531915
V3Sd2-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	raffinose	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.508157371	15	1.985315253	V3Sd2-ITS	0.80064445	51	4.54159587	0.294117647
V3Sd3-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	raffinose	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.572142426	24	2.62325157	V3Sd3-ITS	0.803595603	52	4.580848294	0.461538462
V3Se2-16S	2372	Barret_M_2015_2	unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Crosser	Germinating	GABA	Illumina MiSeq	PAIRED	Bean--Barret_M_2015_2		2015	France	Manual	NA	Lab	Total	Soaking	1000		0.684455308	12	2.453746611	V3Se2-ITS	0.792729983	59	4.663347522	0.203389831
0F1SS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	None	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Source_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.531326697	7	1.491622619	0F1SS	0.674144892	95	4.429034596	0.073684211
0F2SS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	None	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Source_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.511878925	6	1.323187827	0F2SS	0.685304971	78	4.307417384	0.076923077
0F3SS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	None	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Source_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.519970429	7	1.459741543	0F3SS	0.703885128	86	4.523352188	0.081395349
0R1SS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	None	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Source_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.564687698	5	1.311164231	0R1SS	0.704021941	115	4.819375195	0.043478261
0R2SS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	None	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Source_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.503939415	7	1.414736797	0R2SS	0.705206823	96	4.643760486	0.072916667
0R3SS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	None	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Source_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.461291452	13	1.70698121	0R3SS	0.693363383	90	4.501213224	0.144444444
1FC02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.586206381	5	1.361129065	1FC02MS	0.548591135	73	3.395682879	0.068493151
1FC04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.469706762	8	1.409120285	1FC04MS	0.514693149	65	3.099671454	0.123076923
1FC05FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.601973855	30	2.95381985	1FC05FS	0.580886397	63	3.472120596	0.476190476
1FC06MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.516143172	6	1.334210744	1FC06MS	0.616870708	52	3.516434283	0.115384615
1FC07FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.658679624	11	2.278657117	1FC07FS	0.552123285	67	3.349229091	0.164179104
1FC08MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.524880701	6	1.356796929	1FC08MS	0.629089432	52	3.586086385	0.115384615
1FC10MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.608195033	5	1.412185135	1FC10MS	0.587707713	61	3.485540074	0.081967213
1FD02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.469118227	9	1.487069597	1FD02MS	0.584925562	63	3.496263816	0.142857143
1FD03FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.663876685	35	3.405211403	1FD03FS	0.540423813	73	3.345128587	0.479452055
1FD04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.493190083	7	1.384559606	1FD04MS	0.575632109	80	3.639104803	0.0875
1FD06MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.522737136	6	1.351255893	1FD06MS	0.501204593	73	3.102368497	0.082191781
1FD07FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.748373391	22	3.337319963	1FD07FS	0.531199933	67	3.222306169	0.328358209
1FD08MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.512057971	6	1.323650653	1FD08MS	0.565387985	75	3.521699247	0.08
1FD10MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.495022667	7	1.389704319	1FD10MS	0.541464224	79	3.41327175	0.088607595
1FN02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.489024616	7	1.372865664	1FN02MS	0.614055369	56	3.566037467	0.125
1FN04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.499599206	6	1.291445213	1FN04MS	0.536417959	66	3.24232156	0.090909091
1FN06MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.53241765	6	1.37627966	1FN06MS	0.624504027	64	3.747024164	0.09375
1FN08MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.60273666	5	1.399511185	1FN08MS	0.521845486	81	3.308422104	0.061728395
1FN10MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Flavert	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.440691848	10	1.46394663	1FN10MS	0.567542611	64	3.405255666	0.15625
1RC01FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.68526984	65	4.126947026	1RC01FS	0.577662331	67	3.50415122	0.970149254
1RC02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.405381476	7	1.138049682	1RC02MS	0.511820581	75	3.188037599	0.093333333
1RC03FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.713681366	73	4.417562449	1RC03FS	0.551785045	64	3.310710271	1.140625
1RC04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.57037914	4	1.14075828	1RC04MS	0.591341148	61	3.507089027	0.06557377
1RC05FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.691422506	55	3.997362222	1RC05FS	0.542290942	85	3.475754648	0.647058824
1RC06MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.419016193	7	1.176327172	1RC06MS	0.540099317	72	3.33237228	0.097222222
1RC07FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.713799143	48	3.986541444	1RC07FS	0.539417407	72	3.328164945	0.666666667
1RC08MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.502657808	6	1.299351583	1RC08MS	0.596225283	56	3.462491831	0.107142857
1RC09FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.628345833	12	2.252596249	1RC09FS	0.520213988	94	3.409788805	0.127659574
1RC10MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Control	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.502207726	5	1.166090229	1RC10MS	0.582209951	73	3.603777456	0.068493151
1RD02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.521875844	6	1.349029487	1RD02MS	0.553196914	73	3.424191845	0.082191781
1RD03FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.590780459	24	2.708706249	1RD03FS	0.529103368	90	3.43486134	0.266666667
1RD04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.50406106	6	1.302978938	1RD04MS	0.554592507	76	3.465053782	0.078947368
1RD05FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.603711776	16	2.414847104	1RD05FS	0.549570067	75	3.423172305	0.213333333
1RD06MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.512301393	5	1.189526998	1RD06MS	0.556337788	64	3.338026727	0.078125
1RD07FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.549565001	19	2.334512288	1RD07FS	0.51247561	81	3.249018498	0.234567901
1RD08MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.523123826	5	1.21465591	1RD08MS	0.577500482	61	3.42500367	0.081967213
1RD10MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Drought	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.543018347	5	1.260849555	1RD10MS	0.525736175	71	3.233144525	0.070422535
1RN01FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.530793534	19	2.254772458	1RN01FS	0.384971615	81	2.440662296	0.234567901
1RN02MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.472016288	7	1.325117249	1RN02MS	0.495631006	53	2.83893498	0.132075472
1RN03FS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Fresh_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.586453395	56	3.405743012	1RN03FS	0.523188278	96	3.445175192	0.583333333
1RN04MS	1003	Barret_M_2020	Unpublished	None	IRHS	16S rRNA-V4	Phaseolus vulgaris	Fabaceae	Bean	Red_Hawk	Seed	Excess_Nutrient	Illumina MiSeq	PAIRED	Bean--Barret_M_2020	Mature_Seed	2020	France	Manual	None	Greenhouse	Total	Soaking	5		0.497458881	6	1.285912554	1RN04MS	0.563704886	72	3.478016868	0.083333333
